district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category,total_filled,rural_filled,urban_filled,total_corrected,rural_corrected,urban_corrected
Jhunjhunun,Rajasthan,103,8,6.5,5.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.5,5.7,0,6.5,5.7,0
Alwar,Rajasthan,104,8,6.6,6.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.6,6.2,0,6.6,6.2,0
Bharatpur,Rajasthan,105,8,7.6,7.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.6,7.4,0,7.6,7.4,0
Dhaulpur,Rajasthan,106,8,3.0,3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.0,3,0,3.0,3,0
Karauli,Rajasthan,107,8,6.5,5.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.5,5.7,0,6.5,5.7,0
Sawai Madhopur,Rajasthan,108,8,5.8,5.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.8,5.4,0,5.8,5.4,0
Dausa,Rajasthan,109,8,6.1,6,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.1,6,0,6.1,6,0
Jaipur,Rajasthan,110,8,7.0,7,7,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.0,7,7,7.0,7,7
Sikar,Rajasthan,111,8,6.7,6.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.7,6.4,0,6.7,6.4,0
Nagaur,Rajasthan,112,8,7.0,7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.0,7,0,7.0,7,0
Jodhpur,Rajasthan,113,8,5.1,4.5,6.2,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.1,4.5,6.2,5.1,4.5,6.2
Jaisalmer,Rajasthan,114,8,4.4,4.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.4,4.7,0,4.4,4.7,0
Barmer,Rajasthan,115,8,5.8,5.3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.8,5.3,0,5.8,5.3,0
Jalor,Rajasthan,116,8,5.2,4.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.2,4.7,0,5.2,4.7,0
Sirohi,Rajasthan,117,8,3.8,3.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.8,3.9,0,3.8,3.9,0
Pali,Rajasthan,118,8,3.9,3.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.9,3.9,0,3.9,3.9,0
Ajmer,Rajasthan,119,8,5.3,4.3,6.8,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.3,4.3,6.8,5.3,4.3,6.8
Tonk,Rajasthan,120,8,2.8,2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,2.8,2,0,2.8,2,0
Bundi,Rajasthan,121,8,4.1,3.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.1,3.2,0,4.1,3.2,0
Bhilwara,Rajasthan,122,8,3.0,3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.0,3,0,3.0,3,0
Rajsamand,Rajasthan,123,8,5.2,5.3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.2,5.3,0,5.2,5.3,0
Dungarpur,Rajasthan,124,8,3.9,3.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.9,3.9,0,3.9,3.9,0
Banswara,Rajasthan,125,8,2.8,2.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,2.8,2.7,0,2.8,2.7,0
Chittaurgarh,Rajasthan,126,8,5.8,5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.8,5,0,5.8,5,0
Kota,Rajasthan,127,8,4.2,3.9,4.4,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.2,3.9,4.4,4.2,3.9,4.4
Baran,Rajasthan,128,8,4.1,4.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.1,4.1,0,4.1,4.1,0
Jhalawar,Rajasthan,129,8,4.3,4.6,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.3,4.6,0,4.3,4.6,0
Udaipur,Rajasthan,130,8,5.2,4.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.2,4.4,0,5.2,4.4,0
Pratapgarh,Rajasthan,131,8,4.2,4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.2,4,0,4.2,4,0
Saharanpur,Uttar Pradesh,132,9,4.9,4.4,6.1,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.9,4.4,6.1,4.9,4.4,6.1
Muzaffarnagar,Uttar Pradesh,133,9,5.6,5.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.6,5.9,0,5.6,5.9,0
Bijnor,Uttar Pradesh,134,9,4.8,3.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.8,3.9,0,4.8,3.9,0
Moradabad,Uttar Pradesh,135,9,4.7,4.4,5.3,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.7,4.4,5.3,4.7,4.4,5.3
Rampur,Uttar Pradesh,136,9,5.4,5.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.4,5.1,0,5.4,5.1,0
Jyotiba Phule Nagar,Uttar Pradesh,137,9,4.5,4.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.5,4.2,0,4.5,4.2,0
Meerut,Uttar Pradesh,138,9,5.8,4.6,6.4,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.8,4.6,6.4,5.8,4.6,6.4
Baghpat,Uttar Pradesh,139,9,4.0,3.8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.0,3.8,0,4.0,3.8,0
Ghaziabad,Uttar Pradesh,140,9,5.3,4.3,5.6,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.3,4.3,5.6,5.3,4.3,5.6
Gautam Buddha Nagar,Uttar Pradesh,141,9,5.0,4.7,5.1,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.0,4.7,5.1,5.0,4.7,5.1
Bulandshahr,Uttar Pradesh,142,9,5.1,4.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.1,4.2,0,5.1,4.2,0
Aligarh,Uttar Pradesh,143,9,4.6,3.5,6.6,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.6,3.5,6.6,4.6,3.5,6.6
Mahamaya Nagar,Uttar Pradesh,144,9,5.9,4.8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.9,4.8,0,5.9,4.8,0
Mathura,Uttar Pradesh,145,9,6.9,5.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.9,5.7,0,6.9,5.7,0
Agra,Uttar Pradesh,146,9,4.1,3.4,4.9,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.1,3.4,4.9,4.1,3.4,4.9
Firozabad,Uttar Pradesh,147,9,5.3,4.5,6.5,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.3,4.5,6.5,5.3,4.5,6.5
Mainpuri,Uttar Pradesh,148,9,6.5,6.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.5,6.1,0,6.5,6.1,0
Budaun,Uttar Pradesh,149,9,3.6,3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.6,3,0,3.6,3,0
Bareilly,Uttar Pradesh,150,9,6.6,6.1,7.3,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.6,6.1,7.3,6.6,6.1,7.3
Pilibhit,Uttar Pradesh,151,9,7.6,7.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.6,7.9,0,7.6,7.9,0
Shahjahanpur,Uttar Pradesh,152,9,4.5,3.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.5,3.7,0,4.5,3.7,0
Kheri,Uttar Pradesh,153,9,7.7,8.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.7,8.2,0,7.7,8.2,0
Sitapur,Uttar Pradesh,154,9,5.9,5.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.9,5.7,0,5.9,5.7,0
Hardoi,Uttar Pradesh,155,9,6.0,6,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.0,6,0,6.0,6,0
Unnao,Uttar Pradesh,156,9,4.0,4.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.0,4.1,0,4.0,4.1,0
Lucknow,Uttar Pradesh,157,9,6.2,4,7.2,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.2,4,7.2,6.2,4,7.2
Rae Bareli,Uttar Pradesh,158,9,5.7,5.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.7,5.4,0,5.7,5.4,0
Farrukhabad,Uttar Pradesh,159,9,7.7,6.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.7,6.7,0,7.7,6.7,0
Kannauj,Uttar Pradesh,160,9,6.0,5.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.0,5.1,0,6.0,5.1,0
Etawah,Uttar Pradesh,161,9,6.4,7.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.4,7.2,0,6.4,7.2,0
Auraiya,Uttar Pradesh,162,9,3.8,3.3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.8,3.3,0,3.8,3.3,0
Kanpur Dehat,Uttar Pradesh,163,9,3.1,3.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.1,3.1,0,3.1,3.1,0
Kanpur Nagar,Uttar Pradesh,164,9,4.9,4,5.3,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.9,4,5.3,4.9,4,5.3
Jalaun,Uttar Pradesh,165,9,3.3,2.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.3,2.9,0,3.3,2.9,0
Jhansi,Uttar Pradesh,166,9,4.6,3.3,6.2,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.6,3.3,6.2,4.6,3.3,6.2
Lalitpur,Uttar Pradesh,167,9,4.2,4.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.2,4.1,0,4.2,4.1,0
Hamirpur,Uttar Pradesh,168,9,3.4,2.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.4,2.9,0,3.4,2.9,0
Mahoba,Uttar Pradesh,169,9,3.1,2.3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.1,2.3,0,3.1,2.3,0
Banda,Uttar Pradesh,170,9,3.1,3.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.1,3.2,0,3.1,3.2,0
Chitrakoot,Uttar Pradesh,171,9,2.7,2.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,2.7,2.7,0,2.7,2.7,0
Fatehpur,Uttar Pradesh,172,9,4.3,4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.3,4,0,4.3,4,0
Pratapgarh,Uttar Pradesh,173,9,5.1,4.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.1,4.9,0,5.1,4.9,0
Kaushambi,Uttar Pradesh,174,9,4.4,4.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.4,4.7,0,4.4,4.7,0
Allahabad,Uttar Pradesh,175,9,5.1,5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.1,5,0,5.1,5,0
Bara Banki,Uttar Pradesh,176,9,7.2,6.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.2,6.2,0,7.2,6.2,0
Faizabad,Uttar Pradesh,177,9,6.4,5.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.4,5.9,0,6.4,5.9,0
Ambedkar Nagar,Uttar Pradesh,178,9,6.1,5.8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.1,5.8,0,6.1,5.8,0
Sultanpur,Uttar Pradesh,179,9,6.3,6.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.3,6.1,0,6.3,6.1,0
Bahraich,Uttar Pradesh,180,9,9.5,9.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,9.5,9.7,0,9.5,9.7,0
Shrawasti,Uttar Pradesh,181,9,9.1,9.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,9.1,9.4,0,9.1,9.4,0
Balrampur,Uttar Pradesh,182,9,11.3,11.2,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,11.3,11.2,0,11.3,11.2,0
Gonda,Uttar Pradesh,183,9,11.9,11.9,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,11.9,11.9,0,11.9,11.9,0
Siddharthnagar,Uttar Pradesh,184,9,9.5,9.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,9.5,9.4,0,9.5,9.4,0
Basti,Uttar Pradesh,185,9,10.1,10,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,10.1,10,0,10.1,10,0
Sant Kabir Nagar,Uttar Pradesh,186,9,9.8,9.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,9.8,9.7,0,9.8,9.7,0
Maharajganj,Uttar Pradesh,187,9,9.8,9.4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,9.8,9.4,0,9.8,9.4,0
Gorakhpur,Uttar Pradesh,188,9,7.8,7.8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.8,7.8,0,7.8,7.8,0
Kushinagar,Uttar Pradesh,189,9,8.1,8.3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,8.1,8.3,0,8.1,8.3,0
Deoria,Uttar Pradesh,190,9,7.2,7.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.2,7.1,0,7.2,7.1,0
Azamgarh,Uttar Pradesh,191,9,6.5,6.1,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.5,6.1,0,6.5,6.1,0
Mau,Uttar Pradesh,192,9,6.4,6.5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.4,6.5,0,6.4,6.5,0
Ballia,Uttar Pradesh,193,9,7.7,8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,7.7,8,0,7.7,8,0
Jaunpur,Uttar Pradesh,194,9,4.0,3.8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.0,3.8,0,4.0,3.8,0
Ghazipur,Uttar Pradesh,195,9,5.9,6,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.9,6,0,5.9,6,0
Chandauli,Uttar Pradesh,196,9,5.8,5.6,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.8,5.6,0,5.8,5.6,0
Varanasi,Uttar Pradesh,197,9,4.0,3.9,4.1,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.0,3.9,4.1,4.0,3.9,4.1
Sant Ravidas Nagar,Uttar Pradesh,198,9,4.3,4.5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.3,4.5,0,4.3,4.5,0
Mirzapur,Uttar Pradesh,199,9,4.0,3.3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.0,3.3,0,4.0,3.3,0
Sonbhadra,Uttar Pradesh,200,9,6.3,6,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,6.3,6,0,6.3,6,0
Etah,Uttar Pradesh,201,9,4.4,3.5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.4,3.5,0,4.4,3.5,0
Kanshiram Nagar,Uttar Pradesh,202,9,4.6,3.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.6,3.7,0,4.6,3.7,0
Pashchim Champaran,Bihar,203,10,4.8,4.5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.8,4.5,0,4.8,4.5,0
Purba Champaran,Bihar,204,10,5.9,5.8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.9,5.8,0,5.9,5.8,0
Sheohar,Bihar,205,10,4.6,4.8,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.6,4.8,0,4.6,4.8,0
Sitamarhi,Bihar,206,10,5.9,5.5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.9,5.5,0,5.9,5.5,0
Madhubani,Bihar,207,10,3.4,3.5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.4,3.5,0,3.4,3.5,0
Supaul,Bihar,208,10,4.7,4.7,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.7,4.7,0,4.7,4.7,0
Araria,Bihar,209,10,4.4,4.5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.4,4.5,0,4.4,4.5,0
Kishanganj,Bihar,210,10,5.9,6,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,5.9,6,0,5.9,6,0
Purnia,Bihar,211,10,4.6,5,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.6,5,0,4.6,5,0
Katihar,Bihar,212,10,3.9,4,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,3.9,4,0,3.9,4,0
Madhepura,Bihar,213,10,4.3,4.3,,85,Slightly above normal (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women,4.3,4.3,0,4.3,4.3,0
