district,state,district_census_code,state_census_code,total,rural,urban,indicator_number,indicator_name,indicator_category
Amravati,Maharashtra,503,27,1.8,1.4,2.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Wardha,Maharashtra,504,27,1.8,1.5,2.4,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Nagpur,Maharashtra,505,27,1.1,0.8,1.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bhandara,Maharashtra,506,27,2.4,1.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Gondiya,Maharashtra,507,27,2.6,3.1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Gadchiroli,Maharashtra,508,27,1,0.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Chandrapur,Maharashtra,509,27,2.1,2.1,2.1,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Yavatmal,Maharashtra,510,27,1.1,0.6,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Nanded,Maharashtra,511,27,1.3,1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Hingoli,Maharashtra,512,27,1.3,1.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Parbhani,Maharashtra,513,27,0.8,0.7,1.1,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Jalna,Maharashtra,514,27,1.6,1.6,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Aurangabad,Maharashtra,515,27,0.9,1.6,0.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Nashik,Maharashtra,516,27,0.7,0.8,0.7,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Thane,Maharashtra,517,27,1.7,,1.6,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Mumbai Suburban,Maharashtra,518,27,0.9,,0.9,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Mumbai,Maharashtra,519,27,1.2,,1.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Raigarh,Maharashtra,520,27,0.9,1.4,0.5,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Pune,Maharashtra,521,27,1.3,1.2,1.3,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Ahmednagar,Maharashtra,522,27,1.8,1.1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bid,Maharashtra,523,27,1.2,0.5,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Latur,Maharashtra,524,27,1.4,1.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Osmanabad,Maharashtra,525,27,1.5,1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Solapur,Maharashtra,526,27,1.9,1.6,2.4,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Satara,Maharashtra,527,27,1.4,1.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Ratnagiri,Maharashtra,528,27,2,1.4,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Sindhudurg,Maharashtra,529,27,2.2,2.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kolhapur,Maharashtra,530,27,2.9,3.6,1.6,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Sangli,Maharashtra,531,27,2.2,1.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Adilabad,Telangana,532,28,2.1,2.1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Nizamabad,Telangana,533,28,0.8,1.1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Karimnagar,Telangana,534,28,2.5,2.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Medak,Telangana,535,28,1,0.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Hyderabad,Telangana,536,28,2.2,,2.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Rangareddy,Telangana,537,28,1.5,,1.6,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Mahbubnagar,Telangana,538,28,2.4,2.6,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Nalgonda,Telangana,539,28,0.9,0.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Warangal,Telangana,540,28,1.3,1.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Khammam,Telangana,541,28,1.5,1.6,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Srikakulam,Andhra Pradesh,542,28,1.1,0.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Vizianagaram,Andhra Pradesh,543,28,1.7,1.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Visakhapatnam,Andhra Pradesh,544,28,1.7,1.1,2.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
East Godavari,Andhra Pradesh,545,28,2.7,2.7,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
West Godavari,Andhra Pradesh,546,28,2.4,2.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Krishna,Andhra Pradesh,547,28,1.5,1.2,2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Guntur,Andhra Pradesh,548,28,1.6,1.5,1.6,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Prakasam,Andhra Pradesh,549,28,1,1.1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Sri Potti Sriramulu Nellore,Andhra Pradesh,550,28,1.7,1.7,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Y.S.R. Cuddapah,Andhra Pradesh,551,28,0.9,0.7,1.3,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kurnool,Andhra Pradesh,552,28,1.5,0.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Anantapur,Andhra Pradesh,553,28,1.8,1.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Chittoor,Andhra Pradesh,554,28,1.6,1.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Belgaum,Karnataka,555,29,1.8,1.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bagalkot,Karnataka,556,29,0.5,0.2,1.1,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bijapur,Karnataka,557,29,3,2.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bidar,Karnataka,558,29,2.9,2.5,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Raichur,Karnataka,559,29,1,0.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Koppal,Karnataka,560,29,1.1,1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Gadag,Karnataka,561,29,1.1,1.3,0.8,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Dharwad,Karnataka,562,29,2.1,2.2,2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Uttara Kannada,Karnataka,563,29,2.4,2.6,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Haveri,Karnataka,564,29,2.3,2.6,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bellary,Karnataka,565,29,0.8,0.5,1.1,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Chitradurga,Karnataka,566,29,2.1,2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Davanagere,Karnataka,567,29,3.2,2.2,4.9,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Shimoga,Karnataka,568,29,3.1,2.7,4,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Udupi,Karnataka,569,29,2.9,2.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Chikmagalur,Karnataka,570,29,2.8,2.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Tumkur,Karnataka,571,29,2.1,1.1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bangalore,Karnataka,572,29,1.6,,1.6,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Mandya,Karnataka,573,29,2,2.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Hassan,Karnataka,574,29,2.2,2.5,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Dakshina Kannada,Karnataka,575,29,2.7,3.4,1.9,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kodagu,Karnataka,576,29,2.1,1.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Mysore,Karnataka,577,29,2.4,1.8,3.1,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Chamarajanagar,Karnataka,578,29,2.4,2.1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Gulbarga,Karnataka,579,29,0.6,0.5,0.8,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Yadgir,Karnataka,580,29,0.6,0.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kolar,Karnataka,581,29,2.7,2.4,3.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Chikkaballapura,Karnataka,582,29,1.1,0.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Bangalore Rural,Karnataka,583,29,1.3,0.6,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Ramanagara,Karnataka,584,29,2.2,1.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
North Goa,Goa,585,30,1.8,1.7,1.9,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
South Goa,Goa,586,30,1.1,1.6,0.8,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kasaragod,Kerala,588,32,0.6,1.1,0,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kannur,Kerala,589,32,1.2,1.2,1.1,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Wayanad,Kerala,590,32,0.9,0.9,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kozhikode,Kerala,591,32,0.3,0.4,0.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Malappuram,Kerala,592,32,0.6,0.6,0.5,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Palakkad,Kerala,593,32,1.2,1.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Thrissur,Kerala,594,32,0.5,0,0.8,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Ernakulam,Kerala,595,32,0.9,1.4,0.7,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Idukki,Kerala,596,32,1.4,1.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kottayam,Kerala,597,32,0.9,1.2,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Alappuzha,Kerala,598,32,0.9,1.1,0.8,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Pathanamthitta,Kerala,599,32,1.1,1.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kollam,Kerala,600,32,1.5,2.3,0.5,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Thiruvananthapuram,Kerala,601,32,0.4,0.5,0.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Thiruvallur,Tamil Nadu,602,33,0.6,0.2,0.7,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Chennai,Tamil Nadu,603,33,2.6,,2.6,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Kancheepuram,Tamil Nadu,604,33,1.5,1.5,1.5,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Vellore,Tamil Nadu,605,33,1.5,0.4,2.5,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Tiruvannamalai,Tamil Nadu,606,33,1.3,1,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Viluppuram,Tamil Nadu,607,33,1.1,0.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Salem,Tamil Nadu,608,33,1.6,1.5,1.7,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Namakkal,Tamil Nadu,609,33,1.3,1.6,0.9,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Erode,Tamil Nadu,610,33,2.2,1.7,2.5,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
The Nilgiris,Tamil Nadu,611,33,2.8,2.1,3.3,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Dindigul,Tamil Nadu,612,33,1.3,1.2,1.6,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Karur,Tamil Nadu,613,33,1.2,0.6,2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Tiruchirappalli,Tamil Nadu,614,33,2.4,1.6,3.2,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Perambalur,Tamil Nadu,615,33,1.2,0.8,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
Ariyalur,Tamil Nadu,616,33,1.1,1.3,,86,Moderately high (Systolic 160-179 mm of Hg and/or Diastolic 100-109 mm of Hg) (%),Hypertension among Adults (age 15-49 years) - Women
